id,category,difficulty,points,question,answer,acceptableAnswers,sourceNote
HT_097,Holidays & Traditions,easy-medium,200,Review clue: This holiday or observance is a April day focused on environmental protection.,Earth Day,Earth Day,Holiday reference
HT_098,Holidays & Traditions,medium,300,Review clue: This holiday or observance is a October holiday with costumes and trick-or-treating.,Halloween,Halloween,Holiday reference
HT_099,Holidays & Traditions,medium-hard,400,Review clue: This holiday or observance is a November 11 memorial day in Canada and other Commonwealth countries.,Remembrance Day,Remembrance Day,Holiday reference
HT_100,Holidays & Traditions,hard,500,Review clue: This holiday or observance is a November 11 U.S. holiday honoring veterans.,Veterans Day,Veterans Day,Holiday reference
FP_001,Famous People,easy,100,This famous person was a physicist associated with relativity.,Albert Einstein,Albert Einstein,Biography reference
FP_002,Famous People,easy-medium,200,This famous person was a scientist who studied radioactivity.,Marie Curie,Marie Curie,Biography reference
FP_003,Famous People,medium,300,This famous person was a scientist associated with laws of motion.,Isaac Newton,Isaac Newton,Biography reference
FP_004,Famous People,medium-hard,400,This famous person was a naturalist associated with evolution by natural selection.,Charles Darwin,Charles Darwin,Biography reference
FP_005,Famous People,hard,500,This famous person was a early computing pioneer.,Ada Lovelace,Ada Lovelace,Biography reference
FP_006,Famous People,easy,100,This famous person was a computing pioneer and codebreaker.,Alan Turing,Alan Turing,Biography reference
FP_007,Famous People,easy-medium,200,This famous person was a aviator who crossed the Atlantic solo.,Amelia Earhart,Amelia Earhart,Biography reference
FP_008,Famous People,medium,300,This famous person was a first person to walk on the Moon.,Neil Armstrong,Neil Armstrong,Biography reference
FP_009,Famous People,medium-hard,400,This famous person was a leader associated with nonviolent resistance in India.,Mahatma Gandhi,Mahatma Gandhi,Biography reference
FP_010,Famous People,hard,500,This famous person was a South African anti-apartheid leader.,Nelson Mandela,Nelson Mandela,Biography reference
FP_011,Famous People,easy,100,This famous person was a civil rights leader with the I Have a Dream speech.,Martin Luther King Jr.,Martin Luther King Jr.,Biography reference
FP_012,Famous People,easy-medium,200,This famous person was a civil rights figure known for refusing to give up a bus seat.,Rosa Parks,Rosa Parks,Biography reference
FP_013,Famous People,medium,300,This famous person was a pioneer of modern nursing.,Florence Nightingale,Florence Nightingale,Biography reference
FP_014,Famous People,medium-hard,400,This famous person was a author and advocate who was deafblind.,Helen Keller,Helen Keller,Biography reference
FP_015,Famous People,hard,500,This famous person was a education activist and Nobel Peace Prize laureate.,Malala Yousafzai,Malala Yousafzai,Biography reference
FP_016,Famous People,easy,100,This famous person was a humanitarian associated with work in Kolkata.,Mother Teresa,Mother Teresa,Biography reference
FP_017,Famous People,easy-medium,200,This famous person was a British prime minister during much of World War II.,Winston Churchill,Winston Churchill,Biography reference
FP_018,Famous People,medium,300,This famous person was a long-reigning British monarch.,Queen Elizabeth II,Queen Elizabeth II,Biography reference
FP_019,Famous People,medium-hard,400,This famous person was a U.S. president during the Civil War.,Abraham Lincoln,Abraham Lincoln,Biography reference
FP_020,Famous People,hard,500,This famous person was a first U.S. president.,George Washington,George Washington,Biography reference
FP_021,Famous People,easy,100,This person is associated with Mona Lisa.,Leonardo da Vinci,Leonardo da Vinci,Biography/literature/art reference
FP_022,Famous People,easy-medium,200,This person is associated with The Starry Night.,Vincent van Gogh,Vincent van Gogh,Biography/literature/art reference
FP_023,Famous People,medium,300,This person is associated with Sistine Chapel ceiling.,Michelangelo,Michelangelo,Biography/literature/art reference
FP_024,Famous People,medium-hard,400,This person is associated with Cubism.,Pablo Picasso,Pablo Picasso,Biography/literature/art reference
FP_025,Famous People,hard,500,This person is associated with self-portraits.,Frida Kahlo,Frida Kahlo,Biography/literature/art reference
FP_026,Famous People,easy,100,This person is associated with Hamlet and Romeo and Juliet.,William Shakespeare,William Shakespeare,Biography/literature/art reference
FP_027,Famous People,easy-medium,200,This person is associated with Pride and Prejudice.,Jane Austen,Jane Austen,Biography/literature/art reference
FP_028,Famous People,medium,300,This person is associated with Tom Sawyer and Huckleberry Finn.,Mark Twain,Mark Twain,Biography/literature/art reference
FP_029,Famous People,medium-hard,400,This person is associated with Hercule Poirot and Miss Marple mysteries.,Agatha Christie,Agatha Christie,Biography/literature/art reference
FP_030,Famous People,hard,500,This person is associated with Middle-earth fantasy works.,J.R.R. Tolkien,J.R.R. Tolkien,Biography/literature/art reference
FP_031,Famous People,easy,100,This famous person was a poet and memoirist.,Maya Angelou,Maya Angelou,Biography/reference
FP_032,Famous People,easy-medium,200,This famous person was a Harlem Renaissance poet.,Langston Hughes,Langston Hughes,Biography/reference
FP_033,Famous People,medium,300,This famous person was a American poet.,Emily Dickinson,Emily Dickinson,Biography/reference
FP_034,Famous People,medium-hard,400,This famous person was a Victorian novelist.,Charles Dickens,Charles Dickens,Biography/reference
FP_035,Famous People,hard,500,This famous person was a Russian novelist.,Leo Tolstoy,Leo Tolstoy,Biography/reference
FP_036,Famous People,easy,100,This famous person was a Chinese philosopher.,Confucius,Confucius,Biography/reference
FP_037,Famous People,easy-medium,200,This famous person was a Greek philosopher.,Socrates,Socrates,Biography/reference
FP_038,Famous People,medium,300,This famous person was a student of Socrates.,Plato,Plato,Biography/reference
FP_039,Famous People,medium-hard,400,This famous person was a Greek philosopher and tutor of Alexander the Great.,Aristotle,Aristotle,Biography/reference
FP_040,Famous People,hard,500,This famous person was a author traditionally linked to The Art of War.,Sun Tzu,Sun Tzu,Biography/reference
FP_041,Famous People,easy,100,This famous person is known as a co-founder of Apple.,Steve Jobs,Steve Jobs,Biography/reference
FP_042,Famous People,easy-medium,200,This famous person is known as a co-founder of Microsoft.,Bill Gates,Bill Gates,Biography/reference
FP_043,Famous People,medium,300,This famous person is known as a co-founder of Facebook.,Mark Zuckerberg,Mark Zuckerberg,Biography/reference
FP_044,Famous People,medium-hard,400,This famous person is known as a entrepreneur linked with Tesla and SpaceX.,Elon Musk,Elon Musk,Biography/reference
FP_045,Famous People,hard,500,This famous person is known as a founder of Amazon.,Jeff Bezos,Jeff Bezos,Biography/reference
FP_046,Famous People,easy,100,This famous person is known as a talk show host and media entrepreneur.,Oprah Winfrey,Oprah Winfrey,Biography/reference
FP_047,Famous People,easy-medium,200,This famous person is known as a animation and theme park pioneer.,Walt Disney,Walt Disney,Biography/reference
FP_048,Famous People,medium,300,This famous person is known as a automobile manufacturing pioneer.,Henry Ford,Henry Ford,Biography/reference
FP_049,Famous People,medium-hard,400,This famous person is known as a fashion designer linked with Chanel.,Coco Chanel,Coco Chanel,Biography/reference
FP_050,Famous People,hard,500,This famous person is known as a scientist linked with pasteurization.,Louis Pasteur,Louis Pasteur,Biography/reference
FP_051,Famous People,easy,100,This famous athlete is associated with basketball.,Michael Jordan,Michael Jordan,Sports biography reference
FP_052,Famous People,easy-medium,200,This famous athlete is associated with tennis.,Serena Williams,Serena Williams,Sports biography reference
FP_053,Famous People,medium,300,This famous athlete is associated with sprinting.,Usain Bolt,Usain Bolt,Sports biography reference
FP_054,Famous People,medium-hard,400,This famous athlete is associated with hockey.,Wayne Gretzky,Wayne Gretzky,Sports biography reference
FP_055,Famous People,hard,500,This famous athlete is associated with boxing.,Muhammad Ali,Muhammad Ali,Sports biography reference
FP_056,Famous People,easy,100,This famous athlete is associated with soccer.,Pele,Pele,Sports biography reference
FP_057,Famous People,easy-medium,200,This famous athlete is associated with soccer.,Lionel Messi,Lionel Messi,Sports biography reference
FP_058,Famous People,medium,300,This famous athlete is associated with gymnastics.,Simone Biles,Simone Biles,Sports biography reference
FP_059,Famous People,medium-hard,400,This famous athlete is associated with baseball.,Babe Ruth,Babe Ruth,Sports biography reference
FP_060,Famous People,hard,500,This famous athlete is associated with golf.,Tiger Woods,Tiger Woods,Sports biography reference
FP_061,Famous People,easy,100,This famous person is a composer.,Ludwig van Beethoven,Ludwig van Beethoven,Music biography reference
FP_062,Famous People,easy-medium,200,This famous person is a composer.,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,Music biography reference
FP_063,Famous People,medium,300,This famous person is a composer.,Johann Sebastian Bach,Johann Sebastian Bach,Music biography reference
FP_064,Famous People,medium-hard,400,This famous person is a singer-songwriter.,Taylor Swift,Taylor Swift,Music biography reference
FP_065,Famous People,hard,500,This famous person is a singer and performer.,Beyonce,Beyonce,Music biography reference
FP_066,Famous People,easy,100,This famous person is a reggae musician.,Bob Marley,Bob Marley,Music biography reference
FP_067,Famous People,easy-medium,200,This famous person is a rock and roll singer.,Elvis Presley,Elvis Presley,Music biography reference
FP_068,Famous People,medium,300,This famous person is a pop singer and dancer.,Michael Jackson,Michael Jackson,Music biography reference
FP_069,Famous People,medium-hard,400,This famous person is a soul singer.,Aretha Franklin,Aretha Franklin,Music biography reference
FP_070,Famous People,hard,500,This famous person is a lead singer of Queen.,Freddie Mercury,Freddie Mercury,Music biography reference
FP_071,Famous People,easy,100,This famous person was a ancient Egyptian queen.,Cleopatra,Cleopatra,Biography/history reference
FP_072,Famous People,easy-medium,200,This famous person was a Roman leader.,Julius Caesar,Julius Caesar,Biography/history reference
FP_073,Famous People,medium,300,This famous person was a Macedonian conqueror.,Alexander the Great,Alexander the Great,Biography/history reference
FP_074,Famous People,medium-hard,400,This famous person was a French heroine of the Hundred Years War.,Joan of Arc,Joan of Arc,Biography/history reference
FP_075,Famous People,hard,500,This famous person was a Venetian traveler to Asia.,Marco Polo,Marco Polo,Biography/history reference
FP_076,Famous People,easy,100,This famous person was a voyager whose 1492 voyage reached the Americas.,Christopher Columbus,Christopher Columbus,Biography/history reference
FP_077,Famous People,easy-medium,200,This famous person was a Underground Railroad conductor.,Harriet Tubman,Harriet Tubman,Biography/history reference
FP_078,Famous People,medium,300,This famous person was a women's suffrage activist.,Susan B. Anthony,Susan B. Anthony,Biography/history reference
FP_079,Famous People,medium-hard,400,This famous person was a abolitionist and orator.,Frederick Douglass,Frederick Douglass,Biography/history reference
FP_080,Famous People,hard,500,This famous person was a diarist of the Holocaust.,Anne Frank,Anne Frank,Biography/history reference
FP_081,Famous People,easy,100,This famous person is known as a author of Silent Spring.,Rachel Carson,Rachel Carson,Biography/science reference
FP_082,Famous People,easy-medium,200,This famous person is known as a primatologist known for chimpanzee research.,Jane Goodall,Jane Goodall,Biography/science reference
FP_083,Famous People,medium,300,This famous person is known as a NASA mathematician featured in Hidden Figures.,Katherine Johnson,Katherine Johnson,Biography/science reference
FP_084,Famous People,medium-hard,400,This famous person is known as a first American woman in space.,Sally Ride,Sally Ride,Biography/science reference
FP_085,Famous People,hard,500,This famous person is known as a first Black woman in space.,Mae Jemison,Mae Jemison,Biography/science reference
FP_086,Famous People,easy,100,This famous person is known as a climate activist.,Greta Thunberg,Greta Thunberg,Biography/science reference
FP_087,Famous People,easy-medium,200,This famous person is known as a nature documentary presenter.,David Attenborough,David Attenborough,Biography/science reference
FP_088,Famous People,medium,300,This famous person is known as a ocean explorer and filmmaker.,Jacques Cousteau,Jacques Cousteau,Biography/science reference
FP_089,Famous People,medium-hard,400,This famous person is known as a astronomer and science communicator.,Carl Sagan,Carl Sagan,Biography/science reference
FP_090,Famous People,hard,500,This famous person is known as a theoretical physicist and author.,Stephen Hawking,Stephen Hawking,Biography/science reference
FP_091,Famous People,easy,100,This public figure is known as a 44th U.S. president.,Barack Obama,Barack Obama,Biography/reference
FP_092,Famous People,easy-medium,200,This public figure is known as a former German chancellor.,Angela Merkel,Angela Merkel,Biography/reference
FP_093,Famous People,medium,300,This public figure is known as a former prime minister of India.,Indira Gandhi,Indira Gandhi,Biography/reference
FP_094,Famous People,medium-hard,400,This public figure is known as a former British prime minister.,Margaret Thatcher,Margaret Thatcher,Biography/reference
FP_095,Famous People,hard,500,This public figure is known as a Canadian prime minister elected in 2015.,Justin Trudeau,Justin Trudeau,Biography/reference
FP_096,Famous People,easy,100,This public figure is known as a Ukrainian president during Russia's 2022 invasion.,Volodymyr Zelenskyy,Volodymyr Zelenskyy,Biography/reference
FP_097,Famous People,easy-medium,200,This public figure is known as a pope elected in 2013.,Pope Francis,Pope Francis,Biography/reference
FP_098,Famous People,medium,300,This public figure is known as a Tibetan Buddhist spiritual leader.,Dalai Lama,Dalai Lama,Biography/reference
FP_099,Famous People,medium-hard,400,This public figure is known as a South African archbishop and activist.,Desmond Tutu,Desmond Tutu,Biography/reference
FP_100,Famous People,hard,500,This public figure is known as a former UN secretary-general.,Kofi Annan,Kofi Annan,Biography/reference
T_001,Transportation,easy,100,This transportation term means road vehicle with its own engine or motor.,automobile,automobile,Transportation reference
T_002,Transportation,easy-medium,200,This transportation term means two-wheeled pedal vehicle.,bicycle,bicycle,Transportation reference
T_003,Transportation,medium,300,This transportation term means two-wheeled motor vehicle.,motorcycle,motorcycle,Transportation reference
T_004,Transportation,medium-hard,400,This transportation term means large road vehicle for many passengers.,bus,bus,Transportation reference
T_005,Transportation,hard,500,This transportation term means connected rail vehicles.,train,train,Transportation reference
T_006,Transportation,easy,100,This transportation term means urban underground or rapid rail system.,subway,subway,Transportation reference
T_007,Transportation,easy-medium,200,This transportation term means street-running rail vehicle.,tram,tram,Transportation reference
T_008,Transportation,medium,300,This transportation term means boat carrying passengers or vehicles across water.,ferry,ferry,Transportation reference
T_009,Transportation,medium-hard,400,This transportation term means fixed-wing flying vehicle.,airplane,airplane,Transportation reference
T_010,Transportation,hard,500,This transportation term means aircraft lifted by rotating blades.,helicopter,helicopter,Transportation reference
T_011,Transportation,easy,100,This transportation term means small two-wheeled vehicle.,scooter,scooter,Transportation reference
T_012,Transportation,easy-medium,200,This transportation term means board with wheels ridden standing up.,skateboard,skateboard,Transportation reference
T_013,Transportation,medium,300,This transportation term means narrow boat often paddled kneeling or sitting.,canoe,canoe,Transportation reference
T_014,Transportation,medium-hard,400,This transportation term means small narrow boat usually paddled with double blade.,kayak,kayak,Transportation reference
T_015,Transportation,hard,500,This transportation term means boat powered mainly by wind.,sailboat,sailboat,Transportation reference
T_016,Transportation,easy,100,This transportation term means large ship carrying goods.,cargo ship,cargo ship,Transportation reference
T_017,Transportation,easy-medium,200,This transportation term means large passenger vacation ship.,cruise ship,cruise ship,Transportation reference
T_018,Transportation,medium,300,This transportation term means vehicle propelled by expelled gases.,rocket,rocket,Transportation reference
T_019,Transportation,medium-hard,400,This transportation term means vertical transport in a building.,elevator,elevator,Transportation reference
T_020,Transportation,hard,500,This transportation term means moving staircase.,escalator,escalator,Transportation reference
T_021,Transportation,easy,100,The person who flies an airplane is this.,pilot,pilot,Transportation reference
T_022,Transportation,easy-medium,200,The person who drives a train is often called this.,engineer,engineer,Transportation reference
T_023,Transportation,medium,300,The person who steers a ship can be called this.,captain,captain,Transportation reference
T_024,Transportation,medium-hard,400,The person who drives a bus is this.,bus driver,bus driver,Transportation reference
T_025,Transportation,hard,500,A place where airplanes take off and land is this.,airport,airport,Transportation reference
T_026,Transportation,easy,100,A place where trains stop for passengers is this.,train station,train station,Transportation reference
T_027,Transportation,easy-medium,200,A place where ships load and unload is this.,port,port,Transportation reference
T_028,Transportation,medium,300,A marked place to cross a street is this.,crosswalk,crosswalk,Transportation reference
T_029,Transportation,medium-hard,400,A traffic light color meaning stop is this.,red,red,Transportation reference
T_030,Transportation,hard,500,A traffic light color meaning go is this.,green,green,Transportation reference
T_031,Transportation,easy,100,This transportation acronym stands for Electric Vehicle.,EV,EV,Transportation acronym reference
T_032,Transportation,easy-medium,200,This transportation acronym stands for Sport Utility Vehicle.,SUV,SUV,Transportation acronym reference
T_033,Transportation,medium,300,This transportation acronym stands for Anti-lock Braking System.,ABS,ABS,Transportation acronym reference
T_034,Transportation,medium-hard,400,This transportation acronym stands for Global Positioning System.,GPS,GPS,Transportation acronym reference
T_035,Transportation,hard,500,This transportation acronym stands for Miles Per Gallon.,MPG,MPG,Transportation acronym reference
T_036,Transportation,easy,100,This transportation acronym stands for Vehicle Identification Number.,VIN,VIN,Transportation acronym reference
T_037,Transportation,easy-medium,200,This transportation acronym stands for Transportation Security Administration.,TSA,TSA,Transportation acronym reference
T_038,Transportation,medium,300,This transportation acronym stands for Federal Aviation Administration.,FAA,FAA,Transportation acronym reference
T_039,Transportation,medium-hard,400,This transportation acronym stands for Department of Transportation.,DOT,DOT,Transportation acronym reference
T_040,Transportation,hard,500,This transportation acronym stands for High-Occupancy Vehicle.,HOV,HOV,Transportation acronym reference
T_041,Transportation,easy,100,This part connects a car to the road.,tire,tire,Automotive reference
T_042,Transportation,easy-medium,200,This part slows or stops a vehicle.,brake,brake,Automotive reference
T_043,Transportation,medium,300,This wheel is used by a driver to steer.,steering wheel,steering wheel,Automotive reference
T_044,Transportation,medium-hard,400,This part stores fuel in a gasoline vehicle.,fuel tank,fuel tank,Automotive reference
T_045,Transportation,hard,500,This part stores electricity in an electric vehicle.,battery,battery,Automotive reference
T_046,Transportation,easy,100,This part changes engine power into wheel motion.,transmission,transmission,Automotive reference
T_047,Transportation,easy-medium,200,This part reduces exhaust pollution.,catalytic converter,catalytic converter,Automotive reference
T_048,Transportation,medium,300,This part lights the road ahead.,headlight,headlight,Automotive reference
T_049,Transportation,medium-hard,400,This part shows speed to the driver.,speedometer,speedometer,Automotive reference
T_050,Transportation,hard,500,This part keeps the engine from overheating.,radiator,radiator,Automotive reference
T_051,Transportation,easy,100,The Wright brothers are associated with this transportation breakthrough.,powered flight,powered flight,Transportation/history reference
T_052,Transportation,easy-medium,200,The Model T was made by this company.,Ford,Ford,Transportation/history reference
T_053,Transportation,medium,300,The first successful steam locomotive era used this kind of power.,steam,steam,Transportation/history reference
T_054,Transportation,medium-hard,400,High-speed rail in Japan is commonly called this.,Shinkansen,Shinkansen,Transportation/history reference
T_055,Transportation,hard,500,A maglev train uses magnetic this to move or float.,levitation,levitation,Transportation/history reference
T_056,Transportation,easy,100,The Panama Canal connects the Atlantic and this ocean.,Pacific Ocean,Pacific Ocean,Transportation/history reference
T_057,Transportation,easy-medium,200,The Suez Canal connects the Mediterranean Sea and this sea.,Red Sea,Red Sea,Transportation/history reference
T_058,Transportation,medium,300,A road with no intersections and controlled access is often called this.,freeway,freeway,Transportation/history reference
T_059,Transportation,medium-hard,400,A circular road intersection is called this.,roundabout,roundabout,Transportation/history reference
T_060,Transportation,hard,500,A bridge that opens for ships may be called this.,drawbridge,drawbridge,Transportation/history reference
T_061,Transportation,easy,100,A vehicle with both gasoline engine and electric motor is this.,hybrid,hybrid,Modern transportation reference
T_062,Transportation,easy-medium,200,A vehicle powered only by batteries and electric motors is this.,battery electric vehicle,battery electric vehicle,Modern transportation reference
T_063,Transportation,medium,300,A plug-in hybrid is commonly abbreviated this.,PHEV,PHEV,Modern transportation reference
T_064,Transportation,medium-hard,400,A public system of buses and trains is called this.,public transit,public transit,Modern transportation reference
T_065,Transportation,hard,500,Sharing a ride with others in one car is this.,carpooling,carpooling,Modern transportation reference
T_066,Transportation,easy,100,Renting a car for a very short period from a fleet is often this.,car sharing,car sharing,Modern transportation reference
T_067,Transportation,easy-medium,200,A lane reserved for buses is this.,bus lane,bus lane,Modern transportation reference
T_068,Transportation,medium,300,A path reserved for bicycles is this.,bike lane,bike lane,Modern transportation reference
T_069,Transportation,medium-hard,400,A place to charge an EV is this.,charging station,charging station,Modern transportation reference
T_070,Transportation,hard,500,A fast EV charger using direct current is often called this.,DC fast charger,DC fast charger,Modern transportation reference
T_071,Transportation,easy,100,A ship's left side when facing forward is this.,port,port,Transport vocabulary reference
T_072,Transportation,easy-medium,200,A ship's right side when facing forward is this.,starboard,starboard,Transport vocabulary reference
T_073,Transportation,medium,300,The front of a ship is this.,bow,bow,Transport vocabulary reference
T_074,Transportation,medium-hard,400,The back of a ship is this.,stern,stern,Transport vocabulary reference
T_075,Transportation,hard,500,A boat's steering device can be called this.,rudder,rudder,Transport vocabulary reference
T_076,Transportation,easy,100,A plane's main body is this.,fuselage,fuselage,Transport vocabulary reference
T_077,Transportation,easy-medium,200,A plane's wing flaps help increase this during takeoff and landing.,lift,lift,Transport vocabulary reference
T_078,Transportation,medium,300,A runway is used for takeoff and this.,landing,landing,Transport vocabulary reference
T_079,Transportation,medium-hard,400,A train track consists of rails and these supporting pieces.,ties,ties,Transport vocabulary reference
T_080,Transportation,hard,500,A station where passengers change from one line to another is this.,transfer station,transfer station,Transport vocabulary reference
T_081,Transportation,easy,100,The fastest commercial airliner famous for supersonic travel was this.,Concorde,Concorde,Vehicle reference
T_082,Transportation,easy-medium,200,A city bike-sharing system often uses these two-wheeled vehicles.,bicycles,bicycles,Vehicle reference
T_083,Transportation,medium,300,A school bus in North America is commonly this color.,yellow,yellow,Vehicle reference
T_084,Transportation,medium-hard,400,A taxi medallion is associated with this kind of vehicle service.,taxi,taxi,Vehicle reference
T_085,Transportation,hard,500,A vehicle used to tow disabled cars is this.,tow truck,tow truck,Vehicle reference
T_086,Transportation,easy,100,A vehicle carrying sick or injured people is this.,ambulance,ambulance,Vehicle reference
T_087,Transportation,easy-medium,200,A vehicle fighting fires is this.,fire truck,fire truck,Vehicle reference
T_088,Transportation,medium,300,A vehicle mixing and delivering concrete is this.,cement mixer,cement mixer,Vehicle reference
T_089,Transportation,medium-hard,400,A vehicle lifting heavy loads with forks is this.,forklift,forklift,Vehicle reference
T_090,Transportation,hard,500,A vehicle used to clear snow from roads is this.,snowplow,snowplow,Vehicle reference
T_091,Transportation,easy,100,Review clue: This transportation term means road vehicle with its own engine or motor.,automobile,automobile,Transportation reference
T_092,Transportation,easy-medium,200,Review clue: This transportation term means two-wheeled pedal vehicle.,bicycle,bicycle,Transportation reference
T_093,Transportation,medium,300,Review clue: This transportation term means two-wheeled motor vehicle.,motorcycle,motorcycle,Transportation reference
T_094,Transportation,medium-hard,400,Review clue: This transportation term means large road vehicle for many passengers.,bus,bus,Transportation reference
T_095,Transportation,hard,500,Review clue: This transportation term means connected rail vehicles.,train,train,Transportation reference
T_096,Transportation,easy,100,Review clue: This transportation term means urban underground or rapid rail system.,subway,subway,Transportation reference
T_097,Transportation,easy-medium,200,Review clue: This transportation term means street-running rail vehicle.,tram,tram,Transportation reference
T_098,Transportation,medium,300,Review clue: This transportation term means boat carrying passengers or vehicles across water.,ferry,ferry,Transportation reference
T_099,Transportation,medium-hard,400,Review clue: This transportation term means fixed-wing flying vehicle.,airplane,airplane,Transportation reference
T_100,Transportation,hard,500,Review clue: This transportation term means aircraft lifted by rotating blades.,helicopter,helicopter,Transportation reference
THB_001,The Human Body,easy,100,This organ pumps blood.,heart,heart,Human biology reference
THB_002,The Human Body,easy-medium,200,This organ exchange oxygen and carbon dioxide.,lungs,lungs,Human biology reference
THB_003,The Human Body,medium,300,This organ controls thought and body signals.,brain,brain,Human biology reference
THB_004,The Human Body,medium-hard,400,This organ helps digest food.,stomach,stomach,Human biology reference
THB_005,The Human Body,hard,500,This organ processes nutrients and makes bile.,liver,liver,Human biology reference
THB_006,The Human Body,easy,100,This organ filter blood and make urine.,kidneys,kidneys,Human biology reference
THB_007,The Human Body,easy-medium,200,This organ protects the body from outside environment.,skin,skin,Human biology reference
THB_008,The Human Body,medium,300,This organ detect light for vision.,eyes,eyes,Human biology reference
THB_009,The Human Body,medium-hard,400,This organ detect sound and help balance.,ears,ears,Human biology reference
THB_010,The Human Body,hard,500,This organ helps taste and move food.,tongue,tongue,Human biology reference
THB_011,The Human Body,easy,100,This bone protects the brain.,skull,skull,Anatomy reference
THB_012,The Human Body,easy-medium,200,This bone protects organs in the chest.,rib,rib,Anatomy reference
THB_013,The Human Body,medium,300,This bone thigh bone and longest bone.,femur,femur,Anatomy reference
THB_014,The Human Body,medium-hard,400,This bone larger lower-leg bone.,tibia,tibia,Anatomy reference
THB_015,The Human Body,hard,500,This bone smaller lower-leg bone.,fibula,fibula,Anatomy reference
THB_016,The Human Body,easy,100,This bone upper arm bone.,humerus,humerus,Anatomy reference
THB_017,The Human Body,easy-medium,200,This bone forearm bone on thumb side.,radius,radius,Anatomy reference
THB_018,The Human Body,medium,300,This bone forearm bone on pinky side.,ulna,ulna,Anatomy reference
THB_019,The Human Body,medium-hard,400,This bone hip bone structure.,pelvis,pelvis,Anatomy reference
THB_020,The Human Body,hard,500,This bone bones of the spine.,vertebrae,vertebrae,Anatomy reference
THB_021,The Human Body,easy,100,This body term means tissue that contracts to create movement.,muscle,muscle,Anatomy reference
THB_022,The Human Body,easy-medium,200,This body term means tissue connecting muscle to bone.,tendon,tendon,Anatomy reference
THB_023,The Human Body,medium,300,This body term means tissue connecting bone to bone.,ligament,ligament,Anatomy reference
THB_024,The Human Body,medium-hard,400,This body term means place where bones meet.,joint,joint,Anatomy reference
THB_025,The Human Body,hard,500,This body term means smooth flexible tissue cushioning joints.,cartilage,cartilage,Anatomy reference
THB_026,The Human Body,easy,100,This body term means fiber carrying signals.,nerve,nerve,Anatomy reference
THB_027,The Human Body,easy-medium,200,This body term means blood vessel carrying blood away from the heart.,artery,artery,Anatomy reference
THB_028,The Human Body,medium,300,This body term means blood vessel carrying blood toward the heart.,vein,vein,Anatomy reference
THB_029,The Human Body,medium-hard,400,This body term means tiny blood vessel for exchange.,capillary,capillary,Anatomy reference
THB_030,The Human Body,hard,500,This body term means body defense against disease.,immune system,immune system,Anatomy reference
THB_031,The Human Body,easy,100,This sense lets you detect odor.,smell,smell,Human biology reference
THB_032,The Human Body,easy-medium,200,This sense lets you detect flavor.,taste,taste,Human biology reference
THB_033,The Human Body,medium,300,This sense lets you detect sound.,hearing,hearing,Human biology reference
THB_034,The Human Body,medium-hard,400,This sense lets you detect light and images.,sight,sight,Human biology reference
THB_035,The Human Body,hard,500,"This sense lets you feel pressure, temperature, and pain.",touch,touch,Human biology reference
THB_036,The Human Body,easy,100,The colored part of the eye is this.,iris,iris,Human biology reference
THB_037,The Human Body,easy-medium,200,The black opening in the eye is this.,pupil,pupil,Human biology reference
THB_038,The Human Body,medium,300,The clear front covering of the eye is this.,cornea,cornea,Human biology reference
THB_039,The Human Body,medium-hard,400,The light-sensitive layer at the back of the eye is this.,retina,retina,Human biology reference
THB_040,The Human Body,hard,500,"The tiny bones in the middle ear include the hammer, anvil, and this.",stirrup,stirrup,Human biology reference
THB_041,The Human Body,easy,100,Red blood cells carry this gas.,oxygen,oxygen,Human biology reference
THB_042,The Human Body,easy-medium,200,White blood cells help fight this.,infection,infection,Human biology reference
THB_043,The Human Body,medium,300,Platelets help blood do this.,clot,clot,Human biology reference
THB_044,The Human Body,medium-hard,400,The liquid part of blood is this.,plasma,plasma,Human biology reference
THB_045,The Human Body,hard,500,The heart's upper chambers are called this.,atria,atria,Human biology reference
THB_046,The Human Body,easy,100,The heart's lower chambers are called this.,ventricles,ventricles,Human biology reference
THB_047,The Human Body,easy-medium,200,Blood pressure is commonly measured in millimeters of this.,mercury,mercury,Human biology reference
THB_048,The Human Body,medium,300,The pulse measures heartbeats per this unit of time.,minute,minute,Human biology reference
THB_049,The Human Body,medium-hard,400,The main artery leaving the heart is this.,aorta,aorta,Human biology reference
THB_050,The Human Body,hard,500,The blood type with no A or B antigens is this.,type O,type O,Human biology reference
THB_051,The Human Body,easy,100,The mouth starts digestion by chewing and mixing food with this.,saliva,saliva,Human biology reference
THB_052,The Human Body,easy-medium,200,The tube from mouth to stomach is this.,esophagus,esophagus,Human biology reference
THB_053,The Human Body,medium,300,The small intestine absorbs many of these from digested food.,nutrients,nutrients,Human biology reference
THB_054,The Human Body,medium-hard,400,The large intestine absorbs much of this.,water,water,Human biology reference
THB_055,The Human Body,hard,500,The pancreas helps control blood sugar with this hormone.,insulin,insulin,Human biology reference
THB_056,The Human Body,easy,100,The gallbladder stores this digestive fluid.,bile,bile,Human biology reference
THB_057,The Human Body,easy-medium,200,The stomach contains this strong acid.,hydrochloric acid,hydrochloric acid,Human biology reference
THB_058,The Human Body,medium,300,Teeth used for cutting are called this.,incisors,incisors,Human biology reference
THB_059,The Human Body,medium-hard,400,Pointed teeth are called this.,canines,canines,Human biology reference
